Submission ID	Project	Lab	Organism	Status	Data Type	Assay	Tissue	Strain	Cell Line	Stage/Treatment	Antibody	Compound	Platform	RNAi Target	Date Data Submitted	Release Date	GEO/SRA IDs	Name	GFF Files
2608	Lai	Lai	Drosophila melanogaster	released	alignments	RNA-seq	embryo-derived cell-line	N/A	S2R+	late embryonic stage			N/A		2010-01-22	2010-02-03	GSM343832	Lai_S2R+_2rep	
2625	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	7T-CAD		adult stage	cad		N/A		2010-01-25	2010-02-15	GSM499631	A-Female_7T_ChIP-seq	A-Female_7T_peaks.bed.gff3
2626	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	7T-CAD		embryonic stage 1, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	cad, cad		N/A		2010-01-25	2010-02-18	GSM499644	E0-4h_7T_ChIP-seq	E0-4h_7T_peaks.bed.gff3
2627	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:HDAC4, fly_genes:HDAC4		N/A		2010-01-25	2010-02-18	GSM499633	E0-12_HDAC-492_ChIP-seq	E0-12_HDAC-492_peaks.bed.gff3
2628	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:HDAC4, fly_genes:HDAC4		N/A		2010-01-25	2010-02-18	GSM499635	E0-12_HDAC-493_ChIP-seq	E0-12_HDAC-493_peaks.bed.gff3
2629	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:HdacX, fly_genes:HdacX		N/A		2010-01-25	2010-02-18	GSM499636	E0-12_HDAC-494_ChIP-seq	E0-12_HDAC-494_peaks.bed.gff3
2630	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:HdacX, fly_genes:HdacX		N/A		2010-01-25	2010-02-18	GSM499637	E0-12_HDAC-495_ChIP-seq	E0-12_HDAC-495_peaks.bed.gff3
2631	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:HDAC6, fly_genes:HDAC6		N/A		2010-01-25	2010-02-18	GSM499638	E0-12_HDAC-496_ChIP-seq	E0-12_HDAC-496_peaks.bed.gff3
2632	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:HDAC6, fly_genes:HDAC6		N/A		2010-01-25	2010-02-18	GSM499639	E0-12_HDAC-497_ChIP-seq	E0-12_HDAC-497_peaks.bed.gff3
2633	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:Hdac3, fly_genes:Hdac3		N/A		2010-01-25	2010-02-18	GSM499640	E0-12_HDAC-498_ChIP-seq	E0-12_HDAC-498_peaks.bed.gff3
2634	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:Hdac3, fly_genes:Hdac3		N/A		2010-01-25	2010-02-18	GSM499641	E0-12_HDAC-499_ChIP-seq	E0-12_HDAC-499_peaks.bed.gff3
2635	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:Rpd3, fly_genes:Rpd3		N/A		2010-01-25	2010-02-18	GSM499642	E0-12_HDAC-500_ChIP-seq	E0-12_HDAC-500_peaks.bed.gff3
2636	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	y; cn bw sp		embryonic stage 1, embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 13, embryonic stage 14, embryonic stage 15, embryonic stage 2, embryonic stage 3, embryonic stage 4, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:Rpd3, fly_genes:Rpd3		N/A		2010-01-25	2010-02-18	GSM499643	E0-12_HDAC-501_ChIP-seq	E0-12_HDAC-501_peaks.bed.gff3
2637	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	7T-CAD		embryonic stage 10, embryonic stage 11, embryonic stage 12, embryonic stage 9	cad, cad		N/A		2010-01-25	2010-02-18	GSM499647	E4-8h_7T_ChIP-seq	E4-8h_7T_peaks.bed.gff3
2638	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:CTCF, fly_genes:CTCF		N/A		2010-01-25	2010-02-18	GSM499649	S2_CTCF200_ChIP-seq	S2_CTCF200_peaks.bed.gff3
2639	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:CTCF, fly_genes:CTCF		N/A		2010-01-25	2010-02-18	GSM499651	S2_CTCF500_ChIP-seq	S2_CTCF500_peaks.bed.gff3
2640	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	EcR-GFP		third instar larval stage	eGFP, No Antibody Control		N/A		2010-01-25	2010-02-18	GSM499661	W3L_EcRGFP_ChIP_seq	W3L_EcRGFP_density.bed.gff3
2641	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	EcR-GFP		prepupal stage P1	eGFP, No Antibody Control		N/A		2010-01-25	2010-02-18	GSM499657	WPP_EcR_GFP_ChIP-seq	WPP_density.bed.gff3
2642	White	White	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-seq	whole organism	EcR-GFP		prepupal stage P3	eGFP, No Antibody Control		N/A		2010-01-25	2010-02-18	GSM499653	WPP30-33_EcR_GFP_ChIP-seq	WPP30-33_density.bed.gff3
2648	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	Oregon-R-modENCODE		egg stage, embryonic stage, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage	fly_genes:Chro		Affymetrix		2010-01-26	2010-02-18		Chro(Chriz)BR.14-16_hr_OR_embryo	repset.4161801.smoothedM.clusters.gff3
2650	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:E(z)		Affymetrix		2010-01-27	2010-02-16		Ez.BG3	repset.4621687.smoothedM.clusters.gff3
2651	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:Trl		Affymetrix		2010-01-27	2010-02-16		GAF.BG3	repset.9273879.smoothedM.clusters.gff3
2652	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	Oregon-R-modENCODE		early extended germ band stage, embryonic stage, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-18		H3K18Ac_(new_lot).2-4_hr_OR_embryo	repset.9273880.smoothedM.clusters.gff3
2653	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-16		H3K4me1.BG3	repset.5014166.smoothedM.clusters.gff3
2654	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-16		H3K4me2-Millipore.BG3	repset.8290389.smoothedM.clusters.gff3
2655	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-16		H3K4me2-Millipore.S2	repset.8290388.smoothedM.clusters.gff3
2656	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	Oregon-R-modENCODE		egg stage, embryonic stage, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-18		H3K4me2.14-16_hr_OR_embryo	repset.9273384.smoothedM.clusters.gff3
2657	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	Oregon-R-modENCODE		larval stage, third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-18		H3K4me2.D.mel_3rd_Instar_Larvae_Nuclei	repset.4161958.smoothedM.clusters.gff3
2658	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-16		H3K79me1.S2	repset.4161604.smoothedM.clusters.gff3
2659	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-16		H3K9acS10P_(new_lot).BG3	repset.9273877.smoothedM.clusters.gff3
2660	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-16		H3K9acS10P_(new_lot).S2	repset.7766214.smoothedM.clusters.gff3
2661	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	Oregon-R-modENCODE		egg stage, embryonic stage, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-18		H3K9me2-Ab2_(new_lot).14-16_hr_OR_embryo	repset.8061133.smoothedM.clusters.gff3
2662	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	Oregon-R-modENCODE		early extended germ band stage, embryonic stage, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-18		H3K9me2-Ab2_(new_lot).2-4_hr_OR_embryo	repset.4162511.smoothedM.clusters.gff3
2663	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	Oregon-R-modENCODE		egg stage, embryonic stage, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-18		H3K9me3_(new_lot).14-16_hr_OR_embryo	repset.5013683.smoothedM.clusters.gff3
2664	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	adult head	Oregon-R-modENCODE		adult stage	fly_genes:His3:CG33803		Affymetrix		2010-01-27	2010-02-17		H3K9me3_(new_lot).OR_Head_Nuclei	repset.5013684.smoothedM.clusters.gff3
2665	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	whole organism	Oregon-R-modENCODE		early extended germ band stage, embryonic stage, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9	fly_genes:Su(var)205		Affymetrix		2010-01-27	2010-02-18		HP1_wa191.2-4_hr_OR_embryo	repset.9274441.smoothedM.clusters.gff3
2666	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:Su(var)205		Affymetrix		2010-01-27	2010-02-17		HP1_wa191.BG3	repset.4620428.smoothedM.clusters.gff3
2667	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	dorsal mesothoracic disc	N/A	CME W1 Cl.8+	third instar larval stage	fly_genes:Su(var)205		Affymetrix		2010-01-27	2010-02-17		HP1_wa191.Clone_8	repset.8061130.smoothedM.clusters.gff3
2668	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:Su(var)205		Affymetrix		2010-01-27	2010-02-17		HP1a_wa184.S2	repset.4621227.smoothedM.clusters.gff3
2669	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	dorsal mesothoracic disc	N/A	CME W1 Cl.8+	third instar larval stage	fly_genes:HP1c		Affymetrix		2010-01-27	2010-02-17		HP1c_(MO 462).Clone_8	repset.9273386.smoothedM.clusters.gff3
2670	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	Kc167	late embryonic stage	fly_genes:HP1c		Affymetrix		2010-01-27	2010-02-17		HP1c_(MO_462).Kc	repset.9273382.smoothedM.clusters.gff3
2671	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	CNS-derived cell-line	N/A	ML-DmBG3-c2	third instar larval stage	fly_genes:Su(var)3-7		Affymetrix		2010-01-27	2010-02-17		Su(var)3-7-Q3448.BG3	repset.5014218.smoothedM.clusters.gff3
2672	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:Su(var)3-7		Affymetrix		2010-01-27	2010-02-17		Su(var)3-7-Q3448.S2	repset.5013682.smoothedM.clusters.gff3
2673	Karpen	Elgin	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:Su(var)3-9		Affymetrix		2010-01-27	2010-02-17		Su(var)3-9.S2	repset.4620686.smoothedM.clusters.gff3
2674	Karpen	Pirrotta	Drosophila melanogaster	released	chromatin binding site signal data	ChIP-chip	embryo-derived cell-line	N/A	S2-DRSC	late embryonic stage	fly_genes:mod(mdg4)		Affymetrix		2010-01-27	2010-02-17		mod2.2-VC.S2	repset.4621690.smoothedM.clusters.gff3
2675	Celniker	Brent	Drosophila melanogaster	released	splice sites, transcription/coding junctions, gene models, EST alignments, experimental_feature, polyA_site, SL2_acceptor_site, SL1_acceptor_site, signal data	Computational annotation		N/A					N/A		2011-01-27	2011-02-17		MB8 gene models	MB8/models/MB08.gff3
2676	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		embryonic stage, embryonic stage 1, embryonic stage 2, pre-blastoderm stage			N/A		2010-01-27	2010-02-13	SRX015641	D.melanogaster 0-2hr embryo, SOLiD total RNA-seq	
2677	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		early extended germ band stage, embryonic stage, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9			N/A		2010-01-27	2010-02-13	SRX015642	D.melanogaster 2-4hr embryo, SOLiD total RNA-seq	
2678	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		early extended germ band stage, embryonic stage 10, embryonic stage 11, embryonic stage 9, extended germ band stage, late extended germ band stage			N/A		2010-01-27	2010-02-13	SRX015643	D.melanogaster 4-6hr embryo, SOLiD total RNA-seq	
2679	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		embryonic stage 11, embryonic stage 12, extended germ band stage, late extended germ band stage			N/A		2010-01-27	2010-02-15	SRX015644	D.melanogaster 6-8hr embryo, SOLiD total RNA-seq	
2680	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		embryonic stage 12, embryonic stage 13, late extended germ band stage			N/A		2010-01-27	2010-02-13	SRX015645	D.melanogaster 8-10hr embryo, SOLiD total RNA-seq	
2681	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		embryonic stage 13, embryonic stage 14, embryonic stage 15			N/A		2010-01-27	2010-02-13	SRX015646	D.melanogaster 10-12hr embryo, SOLiD total RNA-seq	
2682	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		dorsal closure stage, embryonic stage, embryonic stage 15, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-01-27	2010-02-13	SRX015647	D.melanogaster 12-14hr embryo, SOLiD total RNA-seq	
2683	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-01-27	2010-02-13	SRX015648	D.melanogaster 14-16hr embryo, SOLiD total RNA-seq	
2684	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 17, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-01-27	2010-02-13	SRX015649	D.melanogaster 16-18hr embryo, SOLiD total RNA-seq	
2685	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 17, late embryonic stage			N/A		2010-01-27	2010-02-13	SRX015650	D.melanogaster 18-20hr embryo, SOLiD total RNA-seq	
2686	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		embryonic stage, embryonic stage 17			N/A		2010-01-27	2010-02-13	SRX015651	D.melanogaster 20-22hr embryo, SOLiD total RNA-seq	
2687	Celniker	Celniker	Drosophila melanogaster	released	signal data	Alignment	whole organism	y; cn bw sp		embryonic stage, embryonic stage 17, late embryonic stage			N/A		2010-01-27	2010-02-14	SRX015652	D.melanogaster 22-24hr embryo, SOLiD total RNA-seq	
2688	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		embryonic stage, embryonic stage 1, embryonic stage 2, pre-blastoderm stage			N/A		2010-01-27	2010-02-25	SRR023199, SRR023659, SRR023663, SRR023671, SRR023747, SRR023755, SRR024013, SRR027110	Splice Junction Annotation Embryo 0-2h	BS40_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2689	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		early extended germ band stage, embryonic stage, embryonic stage 5, embryonic stage 6, embryonic stage 7, embryonic stage 8, embryonic stage 9			N/A		2010-01-27	2010-02-25	SRR023502, SRR023660, SRR023705, SRR023722, SRR023745, SRR027112	Splice Junction Annotation Embryo 2-4h	BS43_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2690	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		early extended germ band stage, embryonic stage 10, embryonic stage 11, embryonic stage 9, extended germ band stage, late extended germ band stage			N/A		2010-01-27	2010-02-25	SRR023539, SRR023669, SRR023696, SRR023746, SRR023836, SRR024014, SRR035220	Splice Junction Annotation Embryo 4-6h	BS46_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2691	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		embryonic stage 11, embryonic stage 12, extended germ band stage, late extended germ band stage			N/A		2010-01-27	2010-02-25	SRR023504, SRR023654, SRR023668, SRR023688, SRR023691, SRR023732, SRR024009, SRR024217, SRR027113	Splice Junction Annotation Embryo 6-8h	BS49_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2692	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		embryonic stage 12, embryonic stage 13, late extended germ band stage			N/A		2010-01-27	2010-02-25	SRR023549, SRR023596, SRR023603, SRR023657, SRR023701, SRR023749, SRR023750, SRR023754, SRR023759, SRR024219	Splice Junction Annotation Embryo 8-10h	BS54_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2693	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		embryonic stage 13, embryonic stage 14, embryonic stage 15			N/A		2010-01-27	2010-02-25	SRR023604, SRR023644, SRR023694, SRR023727, SRR023831, SRR024010, SRR024221	Splice Junction Annotation Embryo 10-12h	BS55_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2694	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		dorsal closure stage, embryonic stage, embryonic stage 15, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-01-27	2010-02-25	SRR023602, SRR023643, SRR023703, SRR023724, SRR023832, SRR024012, SRR035221	Splice Junction Annotation Embryo 12-14h	BS58_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2695	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 16, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-01-27	2010-02-25	SRR023540, SRR023641, SRR023725, SRR023734, SRR023736, SRR023822, SRR024011	Splice Junction Annotation Embryo 14-16h	BS62_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2696	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 17, fertilized egg stage, late embryonic stage, unfertilized egg stage			N/A		2010-01-27	2010-02-25	SRR023600, SRR023707, SRR023715, SRR023720, SRR023751, SRR023826	Splice Junction Annotation Embryo 16-18h	BS66_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2697	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		egg stage, embryonic stage, embryonic stage 17, late embryonic stage			N/A		2010-01-27	2010-02-25	SRR023503, SRR023599, SRR023673, SRR023682, SRR023686, SRR023699, SRR023700, SRR024215, SRR027114, SRR035222	Splice Junction Annotation Embryo 18-20h	BS67_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2698	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		embryonic stage, embryonic stage 17			N/A		2010-01-27	2010-02-25	SRR023506, SRR023665, SRR023684, SRR023718, SRR023728, SRR027109	Splice Junction Annotation Embryo 20-22h	BS71_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2699	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		embryonic stage, embryonic stage 17, late embryonic stage			N/A		2010-01-27	2010-02-25	SRR023538, SRR023685, SRR023711, SRR023733, SRR023834, SRR024015	Splice Junction Annotation Embryo 22-24h	BS73_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2700	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		first instar larval stage, larval stage			N/A		2010-01-27	2010-02-25	SRR023597, SRR023646, SRR023661, SRR023666, SRR023706, SRR023835	Splice Junction Annotation Larvae L1	BS107_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2701	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		larval stage, second instar larval stage			N/A		2010-01-27	2010-02-25	SRR023542, SRR023670, SRR023719, SRR023761, SRR023824, SRR024016, SRR035223	Splice Junction Annotation Larvae L2	BS111_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2702	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		larval stage, third instar larval stage			N/A		2010-01-27	2010-02-25	SRR023507, SRR023649, SRR023677, SRR023731, SRR023760, SRR027111	Splice Junction Annotation Larvae L3 12hr post-molt	BS113_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2703	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		larval stage, third instar larval stage			N/A		2010-01-27	2010-02-25	SRR023546, SRR023608, SRR023638, SRR023640, SRR023697, SRR023726, SRR023758	Splice Junction Annotation Larvae L3, dark blue gut PS1-2	BS196_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
2704	Celniker	Graveley	Drosophila melanogaster	released	splice sites, transcript fragments, experimental_feature	Computational annotation	whole organism	y; cn bw sp		larval stage			N/A		2010-01-27	2010-02-25	SRR023505, SRR023676, SRR023683, SRR023690, SRR023692, SRR023742, SRR027108	Splice Junction Annotation Larvae L3, light blue gut PS3-6	BS200_all_unique_junctions_jctn_summary_offset_entropy_histogram_.txt.GFF3
